height,radii list,wavelength,transmission,reflection
5.0,"[1.215, 0.375, 0.375, 0.615]",3.0,0.7641166780948443,0.23588332190515096
5.0,"[1.215, 0.375, 0.375, 0.615]",3.051282051282051,0.7704415090117669,0.22955849098822573
5.0,"[1.215, 0.375, 0.375, 0.615]",3.1025641025641026,0.7720538320235363,0.22794616797640888
5.0,"[1.215, 0.375, 0.375, 0.615]",3.1538461538461537,0.7688854104033351,0.23111458959664402
5.0,"[1.215, 0.375, 0.375, 0.615]",3.2051282051282053,0.7618828039809212,0.23811719601902728
5.0,"[1.215, 0.375, 0.375, 0.615]",3.2564102564102564,0.7524339672645777,0.24756603273542327
5.0,"[1.215, 0.375, 0.375, 0.615]",3.3076923076923075,0.7419001002103872,0.25809989978961617
5.0,"[1.215, 0.375, 0.375, 0.615]",3.358974358974359,0.7313922052543828,0.26860779474560703
5.0,"[1.215, 0.375, 0.375, 0.615]",3.41025641025641,0.721754996520012,0.2782450034800084
5.0,"[1.215, 0.375, 0.375, 0.615]",3.4615384615384617,0.7137073779234806,0.28629262207651945
5.0,"[1.215, 0.375, 0.375, 0.615]",3.5128205128205128,0.7080818417276951,0.29191815827230516
5.0,"[1.215, 0.375, 0.375, 0.615]",3.564102564102564,0.7058802574538326,0.29411974254617373
5.0,"[1.215, 0.375, 0.375, 0.615]",3.6153846153846154,0.7075805714916736,0.2924194285083296
5.0,"[1.215, 0.375, 0.375, 0.615]",3.6666666666666665,0.712193656971176,0.287806343028817
5.0,"[1.215, 0.375, 0.375, 0.615]",3.717948717948718,0.7178870483340166,0.28211295166597855
5.0,"[1.215, 0.375, 0.375, 0.615]",3.769230769230769,0.7233973842726621,0.27660261572733824
5.0,"[1.215, 0.375, 0.375, 0.615]",3.8205128205128203,0.7289766803155314,0.27102331968447074
5.0,"[1.215, 0.375, 0.375, 0.615]",3.871794871794872,0.7309953034809435,0.2690046965191443
5.0,"[1.215, 0.375, 0.375, 0.615]",3.923076923076923,0.752823090580076,0.24717690941992426
5.0,"[1.215, 0.375, 0.375, 0.615]",3.9743589743589745,0.7477380299770697,0.25226197002292977
5.0,"[1.215, 0.375, 0.375, 0.615]",4.0256410256410255,0.7504503099038167,0.24954969009621933
5.0,"[1.215, 0.375, 0.375, 0.615]",4.076923076923077,0.7529672269452541,0.2470327730547695
5.0,"[1.215, 0.375, 0.375, 0.615]",4.128205128205128,0.7546963884909039,0.24530361150910215
5.0,"[1.215, 0.375, 0.375, 0.615]",4.17948717948718,0.7554833848899849,0.24451661511001752
5.0,"[1.215, 0.375, 0.375, 0.615]",4.230769230769231,0.7553006068061434,0.2446993931938535
5.0,"[1.215, 0.375, 0.375, 0.615]",4.282051282051282,0.7541881329129108,0.24581186708709135
5.0,"[1.215, 0.375, 0.375, 0.615]",4.333333333333333,0.7522321551580059,0.2477678448420551
5.0,"[1.215, 0.375, 0.375, 0.615]",4.384615384615385,0.7495525632875096,0.2504474367124602
5.0,"[1.215, 0.375, 0.375, 0.615]",4.435897435897436,0.7462966170365222,0.2537033829635012
5.0,"[1.215, 0.375, 0.375, 0.615]",4.487179487179487,0.7426268687588428,0.25737313124112887
5.0,"[1.215, 0.375, 0.375, 0.615]",4.538461538461538,0.7387142947858253,0.26128570521416733
5.0,"[1.215, 0.375, 0.375, 0.615]",4.589743589743589,0.7347255016326597,0.26527449836734107
5.0,"[1.215, 0.375, 0.375, 0.615]",4.6410256410256405,0.7308064284218676,0.26919357157813084
5.0,"[1.215, 0.375, 0.375, 0.615]",4.6923076923076925,0.7270715761099794,0.2729284238900302
5.0,"[1.215, 0.375, 0.375, 0.615]",4.743589743589744,0.7235967770110704,0.27640322298890474
5.0,"[1.215, 0.375, 0.375, 0.615]",4.794871794871795,0.7204203444881333,0.2795796555118657
5.0,"[1.215, 0.375, 0.375, 0.615]",4.846153846153846,0.7175512471055208,0.28244875289447746
5.0,"[1.215, 0.375, 0.375, 0.615]",4.897435897435898,0.7149805371872756,0.285019462812725
5.0,"[1.215, 0.375, 0.375, 0.615]",4.948717948717949,0.7126918943297256,0.2873081056702453
5.0,"[1.215, 0.375, 0.375, 0.615]",5.0,0.7106688308162546,0.2893311691837824
